text,diggCount,uniqueId,createTimeISO,videoWebUrl,language,sentiment,category
I WANT EVERYTHINGGGG,1,emerlyong,2026-07-24 11:47:38+00:00,https://www.tiktok.com/@yeahitsiman/video/7666024922854067464,English,Neutral,Purchase Intention
🥰🥰,1,reclow_global,2026-07-25 12:40:09+00:00,https://www.tiktok.com/@yeahitsiman/video/7666024922854067464,unknown,Neutral,Other
first time dengar suara si randomboi ni 😌,5,ifanz16._,2026-07-22 17:50:48+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,Other,Neutral,Other
love how our style and humor code match! 😂😍,1,reclow_global,2026-07-25 12:42:33+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,English,Neutral,Design
lawa pula tu topi and foldable sun glass,1,abrasdi,2026-07-26 11:37:10+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,English,Neutral,Other
The last pair 🤩🫨,1,zamieparis26,2026-07-23 12:48:22+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,English,Neutral,Other
"sungguh cutesy kamu, the stuff also..",2,dand3_ly0n,2026-07-22 16:56:09+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,English,Neutral,Design
Mic from wht brand tu?,0,izzainie,2026-07-24 04:57:56+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,English,Neutral,Other
cute hirono haha,1,gvd_ghana,2026-07-26 16:28:17+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,Other,Neutral,Design
mau yang plushie😚🤍,1,yyunieerose,2026-07-22 14:01:25+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,Malay/Indonesian,Neutral,Other
Jangan comel sgt😝,1,imsaifulmaun,2026-07-25 23:32:03+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,Malay/Indonesian,Neutral,Other
besar juga kotak dia tu,1,nakoucos,2026-07-22 13:44:37+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,Malay/Indonesian,Neutral,Other
👌👌👌👌,0,fromus4lifye,2026-07-22 13:58:26+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,unknown,Neutral,Other
😝😝😝,0,junkidaniel,2026-07-22 12:52:37+00:00,https://www.tiktok.com/@randomb0iii/video/7665327350443265287,unknown,Neutral,Other
Cantik sangat 😍,0,reclow_global,2026-07-06 02:54:08+00:00,https://www.tiktok.com/@naddyjay/video/7658962491392707847,Other,Neutral,Other
love you 😘,0,kchit17,2026-07-24 07:14:44+00:00,https://www.tiktok.com/@reclow_global/video/7662258519827123474,Other,Neutral,Other
🥰🥰🥰🥰,0,mosawarabbas,2026-07-24 23:27:36+00:00,https://www.tiktok.com/@reclow_global/video/7662258519827123474,unknown,Neutral,Other
🥰🥰🥰,0,alifuentes47,2026-07-24 23:40:43+00:00,https://www.tiktok.com/@reclow_global/video/7662258519827123474,unknown,Neutral,Other
I hope no animal is hurt nor injured,77,yoosi93,2026-07-23 18:13:24+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Other
i live behind pasar borong but i was having the best REM sleep of the month... so i didn't noticed the fire... glad it didn't spread or else..,1,harkieyy,2026-07-24 05:26:38+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Other
i live near pasar borong and i didn't notice it,0,neha56903,2026-07-24 06:43:44+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Other
"Bukan selengor, selangor😁",28,rajaduniakatnaryl,2026-07-23 18:10:27+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,Malay/Indonesian,Neutral,Other
just when I said it,0,kingstontan566,2026-07-28 04:52:17+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Inquiry
bro I think you should work for the star news,44,s1mple1923,2026-07-23 18:12:05+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Other
Where is this ? Pasar Borong iSelangor ? ....Selayang ??????,2,deb55968,2026-07-23 20:14:56+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,Other,Neutral,Inquiry
my car just passed by there,0,owenloves673,2026-07-27 12:48:50+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Other
bro this video popped up and when I swiped down its a live of the fire 💀 what a coincidence,9,r3mi_rexo,2026-07-23 18:15:16+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Inquiry
"im nearby there just now at 3element residence mamak Shop area, barely hard to breath so I quickly out from there",2,benedictyap.ai,2026-07-23 17:57:16+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Inquiry
A deadly inferno,1,wahegurusingh777,2026-07-24 13:38:26+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Other
selayngor,1,amirulnaims,2026-07-23 18:49:53+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,Malay/Indonesian,Neutral,Other
it's was a huge fire in jinjang that day,0,user4098572069247,2026-07-23 23:33:45+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Other
Still burning till now,1,neelanneal76,2026-07-24 00:46:21+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,Other,Neutral,Other
"Why is a random fire ""Breaking News"" ?",0,allisonteng3,2026-07-25 04:41:42+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Other
Seri Kembangan,1,paramram02,2026-07-23 22:59:28+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,Malay/Indonesian,Neutral,Other
Yooo,1,newt6.9,2026-07-23 18:04:39+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,Other,Neutral,Other
Oh. sorry....it's seri kembangan....omg!,3,deb55968,2026-07-23 20:20:49+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,Malay/Indonesian,Neutral,Other
Baru je nampak tadi,2,kaboom865man7,2026-07-23 17:53:07+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,Malay/Indonesian,Neutral,Other
"Just a few days ago, Sibu's building was also on fire from morning until 11pm, Bomba only succeeded in extinguish it. I guess Malaysia's season rn makes the fire worsen",2,homie_loverz,2026-07-23 18:08:58+00:00,https://www.tiktok.com/@jordanlimtalk/video/7665775998293560594,English,Neutral,Other
teringat .. berayaaqqq 😭,1,matdang60,2026-04-24 10:22:41+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
"Sudah cukup, cukup sudah
Cukup sampai di sini saja
Daripada poketku tersiksa
Lebih baik ku tk pergi saja",1,masaklemakciliapi101,2026-04-24 02:57:26+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
Dekat dah ni bang,0,makanrakyatmy,2026-04-24 09:24:22+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
mahal,1,zarose.za.k.rosez,2026-04-25 10:43:36+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Other,Neutral,Other
wahhhhhh best niiii,0,zeeq.f,2026-04-23 14:53:49+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Other,Neutral,Other
Wahh,1,rayapcarimakan,2026-04-23 15:15:54+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Other,Neutral,Other
terbaik,0,hery.mkz,2026-04-23 16:14:38+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
Huishh meriahh betul 😍,0,mehakubawakkorang,2026-04-26 09:46:07+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
Meriahnya,0,atqxh,2026-04-24 11:55:03+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
best ke tak best,1,siscomelcute,2026-04-24 00:37:48+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Other,Neutral,Other
Takottt jogetttt,0,myfoodie_vlog,2026-04-24 12:02:43+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Other,Neutral,Other
Jemput datang A&S empire air citarasa kek 😍🔥,1,dessertviralmanjung,2026-04-23 16:08:38+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
Meriahnyaaa nak g la arini 😍,0,elinliewwww,2026-04-24 05:37:52+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
Laksa n burger nampak sedap🤩👍🏻🥰 nak try la 👍🏻,0,jiwa.sate,2026-04-24 02:45:12+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
ayam cheese ada ?,0,chocojar.house,2026-04-25 03:11:01+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Other,Neutral,Other
wahhh ngam ni boleh pegi 😍,0,botakmakan,2026-04-24 11:00:43+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
serius pergi semalam semua sedap yakmat...,0,alishanuhasofia,2026-04-25 04:04:30+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
fuhh.. menarik. petang ni kami sampai 👍🥰,0,perghhlainmacamni,2026-04-24 05:09:28+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Malay/Indonesian,Neutral,Other
Haha adoii yg first tu😂,0,liashahirahh,2026-04-24 04:37:02+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Other,Neutral,Other
Uishhh bestttt ni 😍,0,tastetrappp,2026-04-24 04:47:11+00:00,https://www.tiktok.com/@edayzacktv/video/7631946048461655313,Other,Neutral,Other
banyak yg baru tau ternyata🗿,208,luxx.d.sigma,2026-04-03 23:52:08+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
mahal y di mana? Di rank gua biasa aja ketemu gitu,483,ag_store97,2026-04-03 13:34:10+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
Di comment acah2 tau,32,qeb97,2026-04-04 00:12:11+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Other,Neutral,Other
baru tau ya?,9,invintusmyisport,2026-04-03 15:08:44+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
waktu aku buat takde sapa tegur luar biasa pulak,8,kucingklang101,2026-04-04 15:06:04+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
lah tu je?,3,zakwan_91,2026-04-04 05:41:42+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Other,Neutral,Other
apa jir apa yang ilmu mahal co semua orang tau,2,nisheeshhh0,2026-04-04 13:26:34+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
bende dh Tau lme dh,0,wzxd6767,2026-04-04 23:20:48+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Other,Neutral,Other
itu nickname super mainnya jago gak kek yang ono wkwk,59,seikiro.777,2026-04-03 20:56:41+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
Yang biasa dimahalin 😭,1,afuyoo,2026-04-04 04:16:41+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
nampak biasa buat yang sudah tahu tapi ini satu ilmu buat yang belum tahu 🔥,2,nexuss_222,2026-04-04 16:52:41+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
combo basic itu,3,tsukikoparrker,2026-04-03 13:34:26+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Other,Neutral,Other
basic gitu🤭,2,raansz328,2026-04-04 14:54:05+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Other,Neutral,Other
Lah aku sering di rank pake Skill 1 + Flicker,0,syahbinus_,2026-04-05 03:05:55+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
aku dah agak. mplmy kalau rrq win akan bnyk clip,2,elzzzzm,2026-04-04 03:46:12+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
"basic itu, yssnya juga maju banget",1,vandezzx,2026-04-06 09:50:26+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
tuker roster aja gini mah,0,ardnotart,2026-04-04 06:49:32+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
Aurora pernah coba di gof waktu itu,2,frannts1,2026-04-10 06:27:17+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
"biasa jee ni, yg luar biasa Glo pakai spell stun 🥰 mksdnya aku setaraf MPL sbb dah cuba, dorang tk prnh cuba lagi, dan mungkin akan dicuba sbb aku dah spill sini . izinnnnn 😁",2,sunset_0069,2026-04-03 23:02:41+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,Malay/Indonesian,Neutral,Other
basic combo,1,arepscott,2026-04-06 11:58:00+00:00,https://www.tiktok.com/@clipper_quotes/video/7624520391268076808,English,Neutral,Other
i’m flying to seoul on tuesday!! i cant wait to go here!! thanks for this,1,_elliiieeex,2026-05-24 18:56:02+00:00,https://www.tiktok.com/@mijainseoul/video/7641583264771083536,English,Neutral,Other
���💕💕Thanks for the video 💕💕💕,0,pinkcloud7901,2026-05-22 08:14:30+00:00,https://www.tiktok.com/@mijainseoul/video/7641583264771083536,English,Neutral,Other
"GUYS, THIS CAN BE HARMFUL TO THE BODY",1045,itsdjyt11,2026-07-24 06:31:59+00:00,https://www.tiktok.com/@xiaozdqjhwz/video/7665543270654643463,Other,Neutral,Price
